id,existing_score,open_to_buy,months_since_first_loan_issued,existing_credit_card_utilization,n_months_mortgage_loan_paid
2529,698.0,1030.0,110.0,0.0,12.0
2530,326.0,512.0,81.0,51.0,10.0
2531,651.0,16160.0,105.0,49.0,11.0
2532,759.0,23014.0,148.0,26.0,11.0
2533,392.0,226.0,220.0,74.0,12.0
2534,408.0,225.0,187.0,,0.0
2535,403.0,1583.0,,,3.0
2536,352.0,2276.0,94.0,54.0,10.0
2537,345.0,1083.0,28.0,,13.0
2538,678.0,22890.0,143.0,24.0,13.0
2539,732.0,12296.0,187.0,9.0,11.0
2540,383.0,,,,
2541,693.0,23088.0,86.0,98.0,13.0
2542,545.0,,,,12.0
2543,540.0,10200.0,88.0,10.0,11.0
2544,432.0,9161.0,101.0,81.0,12.0
2545,333.0,690.0,93.0,,12.0
2546,409.0,2184.0,95.0,65.0,10.0
2547,621.0,2636.0,122.0,0.0,9.0
2548,397.0,2571.0,52.0,46.0,12.0
2549,231.0,,,,
2550,339.0,1118.0,28.0,6.0,2.0
2551,493.0,1094.0,,,14.0
2552,744.0,23910.0,120.0,11.0,12.0
2553,437.0,9150.0,113.0,30.0,9.0
2554,732.0,2955.0,305.0,5.0,13.0
2555,407.0,4437.0,44.0,0.0,11.0
2556,367.0,,,,
2557,288.0,0.0,86.0,104.0,14.0
2558,755.0,10152.0,121.0,19.0,13.0
2559,672.0,3615.0,38.0,30.0,11.0
2560,431.0,2225.0,68.0,,12.0
2561,578.0,1871.0,41.0,0.0,4.0
2562,158.0,,,,
2563,478.0,5206.0,143.0,57.0,9.0
2564,247.0,,77.0,,11.0
2565,295.0,129.0,114.0,93.0,11.0
2566,410.0,10730.0,23.0,1.0,11.0
2567,408.0,2413.0,97.0,86.0,13.0
2568,624.0,10210.0,192.0,75.0,14.0
2569,557.0,16158.0,80.0,39.0,14.0
2570,641.0,1010.0,,,12.0
2571,594.0,1976.0,,,2.0
2572,339.0,1506.0,104.0,,14.0
2573,320.0,175.0,83.0,84.0,9.0
2574,635.0,4038.0,112.0,,0.0
2575,378.0,60.0,28.0,100.0,13.0
2576,288.0,1518.0,40.0,77.0,12.0
2577,559.0,12676.0,69.0,22.0,9.0
2578,732.0,21682.0,73.0,0.0,5.0
2579,597.0,6880.0,163.0,56.0,14.0
2580,634.0,7531.0,30.0,1.0,6.0
2581,287.0,604.0,69.0,,8.0
2582,323.0,1433.0,43.0,0.0,12.0
2583,460.0,,,,4.0
2584,306.0,0.0,33.0,100.0,6.0
2585,395.0,,,,
2586,332.0,321.0,,,0.0
2587,212.0,108.0,24.0,1.0,5.0
2588,448.0,7276.0,30.0,17.0,10.0
2589,289.0,427.0,2.0,49.0,0.0
2590,579.0,16762.0,103.0,4.0,10.0
2591,443.0,20570.0,152.0,13.0,14.0
2592,378.0,3689.0,182.0,,2.0
2593,559.0,1905.0,,,3.0
2594,284.0,730.0,,,14.0
2595,652.0,27077.0,228.0,9.0,13.0
2596,295.0,200.0,37.0,8.0,12.0
2597,440.0,1515.0,5.0,0.0,11.0
2598,777.0,24333.0,136.0,7.0,9.0
2599,362.0,1799.0,12.0,84.0,8.0
2600,470.0,,,,
2601,459.0,5893.0,85.0,88.0,12.0
2602,481.0,378.0,18.0,49.0,12.0
2603,256.0,80.0,,,0.0
2604,354.0,615.0,88.0,7.0,12.0
2605,468.0,14581.0,33.0,43.0,8.0
2606,238.0,97.0,37.0,96.0,3.0
2607,296.0,152.0,67.0,90.0,9.0
2608,391.0,2326.0,15.0,0.0,7.0
2609,302.0,322.0,44.0,,9.0
2610,330.0,,,,
2611,456.0,,,,
2612,610.0,1920.0,,,11.0
2613,189.0,,64.0,,3.0
2614,459.0,2911.0,137.0,92.0,10.0
2615,428.0,,,,0.0
2616,640.0,17273.0,159.0,45.0,11.0
2617,575.0,388.0,,,0.0
2618,463.0,,,,
2619,395.0,5540.0,243.0,18.0,8.0
2620,522.0,1955.0,,,0.0
2621,422.0,3723.0,18.0,11.0,13.0
2622,543.0,16571.0,245.0,89.0,13.0
2623,663.0,17644.0,63.0,2.0,13.0
2624,291.0,,,,8.0
2625,348.0,649.0,46.0,93.0,9.0
2626,500.0,2070.0,,,12.0
2627,513.0,5109.0,67.0,90.0,13.0
2628,245.0,,,,0.0
2629,501.0,32202.0,171.0,68.0,9.0
2630,801.0,14762.0,135.0,1.0,9.0
2631,390.0,2060.0,79.0,93.0,12.0
2632,392.0,15.0,249.0,77.0,10.0
2633,773.0,32491.0,216.0,10.0,13.0
2634,535.0,8349.0,95.0,98.0,10.0
2635,291.0,,92.0,,4.0
2636,458.0,998.0,,,5.0
2637,309.0,325.0,34.0,94.0,12.0
2638,705.0,5002.0,,,11.0
2639,453.0,236.0,71.0,98.0,9.0
2640,501.0,5904.0,157.0,66.0,14.0
2641,624.0,39494.0,88.0,1.0,14.0
2642,593.0,1503.0,96.0,22.0,14.0
2643,246.0,,,,
2644,428.0,,,,4.0
2645,298.0,0.0,53.0,109.0,10.0
2646,437.0,6737.0,112.0,35.0,12.0
2647,524.0,6872.0,80.0,106.0,9.0
2648,327.0,2102.0,73.0,87.0,10.0
2649,647.0,31161.0,54.0,63.0,14.0
2650,375.0,,301.0,,4.0
2651,422.0,2395.0,58.0,89.0,14.0
2652,643.0,7239.0,129.0,31.0,11.0
2653,219.0,,,,
2654,507.0,665.0,,,9.0
2655,347.0,453.0,230.0,108.0,12.0
2656,313.0,135.0,33.0,,14.0
2657,324.0,0.0,35.0,101.0,12.0
2658,728.0,10603.0,206.0,0.0,12.0
2659,344.0,2298.0,118.0,65.0,13.0
2660,549.0,682.0,80.0,3.0,10.0
2661,244.0,889.0,57.0,0.0,6.0
2662,505.0,5431.0,14.0,1.0,14.0
2663,689.0,33698.0,101.0,9.0,9.0
2664,665.0,17022.0,207.0,31.0,12.0
2665,595.0,,,,7.0
2666,556.0,1813.0,21.0,34.0,5.0
2667,254.0,385.0,43.0,58.0,10.0
2668,433.0,4507.0,40.0,34.0,10.0
2669,671.0,5002.0,209.0,16.0,8.0
2670,369.0,1571.0,26.0,105.0,11.0
2671,394.0,2800.0,73.0,90.0,12.0
2672,550.0,2217.0,12.0,30.0,7.0
2673,603.0,26001.0,181.0,49.0,11.0
2674,335.0,13365.0,37.0,94.0,14.0
2675,384.0,860.0,18.0,0.0,13.0
2676,672.0,18367.0,250.0,63.0,14.0
2677,739.0,17449.0,124.0,33.0,14.0
2678,360.0,40.0,88.0,,0.0
2679,212.0,367.0,24.0,,6.0
2680,510.0,1545.0,92.0,79.0,13.0
2681,374.0,,,,
2682,537.0,136.0,,,5.0
2683,474.0,2076.0,32.0,89.0,9.0
2684,647.0,7921.0,83.0,59.0,10.0
2685,390.0,766.0,145.0,95.0,10.0
2686,459.0,67.0,,,7.0
2687,426.0,,,,
2688,581.0,1193.0,,,0.0
2689,171.0,1030.0,56.0,99.0,11.0
2690,350.0,945.0,142.0,,13.0
2691,724.0,62206.0,99.0,1.0,14.0
2692,159.0,10.0,19.0,98.0,9.0
2693,454.0,8766.0,128.0,54.0,13.0
2694,277.0,31.0,100.0,87.0,10.0
2695,365.0,60.0,53.0,105.0,12.0
2696,288.0,601.0,87.0,,14.0
2697,738.0,,,,
2698,397.0,408.0,46.0,,10.0
2699,556.0,2975.0,47.0,53.0,13.0
2700,366.0,97.0,107.0,,13.0
2701,383.0,4833.0,135.0,89.0,9.0
2702,600.0,5558.0,117.0,3.0,11.0
2703,231.0,0.0,44.0,91.0,9.0
2704,419.0,923.0,17.0,3.0,5.0
2705,320.0,164.0,,,11.0
2706,287.0,0.0,15.0,94.0,11.0
2707,264.0,,69.0,,4.0
2708,355.0,1434.0,60.0,96.0,12.0
2709,476.0,2952.0,65.0,7.0,11.0
2710,381.0,2365.0,55.0,95.0,5.0
2711,257.0,613.0,28.0,40.0,13.0
2712,403.0,862.0,68.0,79.0,14.0
2713,330.0,473.0,26.0,0.0,13.0
2714,584.0,14978.0,109.0,19.0,9.0
2715,463.0,75.0,15.0,79.0,5.0
2716,286.0,302.0,75.0,58.0,11.0
2717,540.0,746.0,,,13.0
2718,303.0,35.0,6.0,55.0,0.0
2719,534.0,5561.0,173.0,14.0,12.0
2720,476.0,,,,12.0
2721,345.0,853.0,,,4.0
2722,499.0,21730.0,168.0,26.0,12.0
2723,558.0,8361.0,68.0,14.0,6.0
2724,356.0,1066.0,84.0,97.0,13.0
2725,426.0,739.0,77.0,95.0,9.0
2726,698.0,14913.0,204.0,52.0,10.0
2727,594.0,7723.0,66.0,28.0,13.0
2728,421.0,1809.0,108.0,,0.0
2729,597.0,10306.0,151.0,36.0,11.0
2730,680.0,45297.0,226.0,95.0,14.0
2731,492.0,2857.0,58.0,92.0,3.0
2732,250.0,738.0,21.0,83.0,12.0
2733,613.0,13902.0,58.0,6.0,14.0
2734,405.0,23438.0,233.0,64.0,13.0
2735,713.0,10252.0,160.0,48.0,14.0
2736,633.0,1680.0,75.0,87.0,14.0
2737,497.0,1183.0,18.0,26.0,12.0
2738,604.0,,,,
2739,396.0,1258.0,54.0,,11.0
2740,698.0,8659.0,110.0,4.0,13.0
2741,271.0,487.0,27.0,64.0,14.0
2742,763.0,23144.0,236.0,21.0,14.0
2743,235.0,527.0,102.0,,10.0
2744,585.0,15376.0,45.0,0.0,11.0
2745,480.0,6030.0,186.0,63.0,13.0
2746,136.0,0.0,71.0,,1.0
2747,221.0,471.0,26.0,,7.0
2748,441.0,3115.0,114.0,103.0,13.0
2749,262.0,,,,
2750,254.0,,,,0.0
2751,663.0,5586.0,67.0,0.0,9.0
2752,300.0,21.0,76.0,90.0,10.0
2753,352.0,3547.0,15.0,5.0,13.0
2754,291.0,54.0,17.0,106.0,13.0
2755,463.0,1009.0,2.0,82.0,9.0
2756,407.0,1163.0,14.0,46.0,9.0
2757,358.0,583.0,52.0,62.0,10.0
2758,371.0,,158.0,,0.0
2759,601.0,4913.0,181.0,0.0,13.0
2760,532.0,7359.0,58.0,1.0,11.0
2761,345.0,754.0,14.0,61.0,10.0
2762,618.0,,,,
2763,691.0,17176.0,85.0,3.0,6.0
2764,559.0,5048.0,13.0,7.0,3.0
2765,311.0,0.0,13.0,94.0,7.0
2766,355.0,,,,
2767,269.0,0.0,,,9.0
2768,302.0,,,,
2769,503.0,5980.0,21.0,17.0,9.0
2770,342.0,863.0,31.0,41.0,12.0
2771,553.0,3219.0,74.0,33.0,8.0
2772,249.0,,66.0,,11.0
2773,696.0,15939.0,191.0,21.0,4.0
2774,542.0,4280.0,14.0,28.0,10.0
2775,653.0,18376.0,376.0,0.0,5.0
2776,444.0,26021.0,224.0,0.0,10.0
2777,529.0,1359.0,146.0,,9.0
2778,290.0,1082.0,14.0,68.0,3.0
2779,685.0,53014.0,211.0,21.0,13.0
2780,263.0,,,,
2781,436.0,10658.0,14.0,11.0,10.0
2782,256.0,1970.0,127.0,66.0,9.0
2783,488.0,1758.0,162.0,72.0,7.0
2784,399.0,3298.0,55.0,77.0,10.0
2785,336.0,3261.0,30.0,9.0,7.0
2786,687.0,7370.0,127.0,0.0,13.0
2787,397.0,,,,
2788,378.0,7424.0,37.0,88.0,12.0
2789,695.0,5486.0,148.0,4.0,7.0
2790,288.0,,,,
2791,610.0,5610.0,96.0,96.0,9.0
2792,198.0,1602.0,25.0,47.0,9.0
2793,391.0,882.0,46.0,98.0,10.0
2794,388.0,223.0,,,9.0
2795,595.0,66688.0,229.0,3.0,12.0
2796,325.0,700.0,37.0,89.0,11.0
2797,323.0,28.0,83.0,105.0,9.0
2798,618.0,4185.0,49.0,46.0,6.0
2799,383.0,11200.0,11.0,46.0,8.0
2800,511.0,7320.0,122.0,33.0,9.0
2801,521.0,13383.0,79.0,89.0,13.0
2802,578.0,2978.0,86.0,35.0,2.0
2803,152.0,,72.0,,10.0
2804,407.0,10476.0,61.0,41.0,11.0
2805,452.0,233.0,,,0.0
2806,733.0,36828.0,200.0,21.0,11.0
2807,408.0,2005.0,13.0,24.0,6.0
2808,722.0,11781.0,81.0,22.0,12.0
2809,349.0,1139.0,5.0,,10.0
2810,396.0,871.0,70.0,,9.0
2811,505.0,5743.0,56.0,46.0,7.0
2812,249.0,,29.0,,5.0
2813,347.0,724.0,,,10.0
2814,304.0,1105.0,53.0,85.0,13.0
2815,553.0,186.0,,,11.0
2816,358.0,2378.0,18.0,69.0,14.0
2817,343.0,,,,
2818,337.0,,,,
2819,457.0,,,,
2820,402.0,2660.0,33.0,65.0,11.0
2821,657.0,6733.0,85.0,33.0,12.0
2822,386.0,2342.0,11.0,57.0,5.0
2823,364.0,,,,
2824,449.0,1298.0,65.0,96.0,11.0
2825,384.0,,,,
2826,321.0,2080.0,21.0,56.0,11.0
2827,694.0,6020.0,15.0,,6.0
2828,457.0,7659.0,150.0,35.0,14.0
2829,380.0,4016.0,2.0,,11.0
2830,275.0,,,,
2831,483.0,,,,
2832,474.0,2026.0,,,0.0
2833,256.0,454.0,64.0,63.0,9.0
2834,401.0,2817.0,12.0,48.0,9.0
2835,285.0,27.0,9.0,91.0,6.0
2836,676.0,7413.0,134.0,51.0,14.0
2837,376.0,932.0,37.0,1.0,1.0
2838,575.0,3080.0,15.0,0.0,3.0
2839,450.0,23333.0,426.0,0.0,6.0
2840,605.0,110.0,46.0,,10.0
2841,642.0,9604.0,54.0,90.0,11.0
2842,441.0,6371.0,76.0,72.0,13.0
2843,293.0,281.0,122.0,77.0,9.0
2844,323.0,,,,3.0
2845,407.0,42.0,15.0,74.0,4.0
2846,597.0,,,,1.0
2847,432.0,10585.0,55.0,95.0,13.0
2848,358.0,4388.0,20.0,93.0,14.0
2849,403.0,13914.0,56.0,56.0,10.0
2850,386.0,1542.0,,,0.0
2851,550.0,540.0,26.0,92.0,8.0
2852,324.0,184.0,101.0,7.0,14.0
2853,319.0,813.0,15.0,44.0,12.0
2854,388.0,19.0,,,2.0
2855,309.0,103.0,,,8.0
2856,504.0,573.0,,,0.0
2857,280.0,2925.0,209.0,90.0,12.0
2858,533.0,10701.0,97.0,68.0,14.0
2859,666.0,4055.0,11.0,0.0,1.0
2860,295.0,77.0,10.0,93.0,3.0
2861,303.0,134.0,,,8.0
2862,558.0,1894.0,7.0,8.0,10.0
2863,493.0,1653.0,48.0,70.0,12.0
2864,555.0,2457.0,64.0,8.0,2.0
2865,287.0,594.0,2.0,82.0,0.0
2866,483.0,,,,0.0
2867,259.0,385.0,56.0,,14.0
2868,470.0,,,,
2869,752.0,27759.0,260.0,27.0,11.0
2870,359.0,1757.0,18.0,40.0,10.0
2871,503.0,,,,
2872,655.0,3580.0,109.0,,2.0
2873,694.0,7660.0,197.0,39.0,6.0
2874,255.0,1573.0,10.0,8.0,3.0
2875,231.0,,,,5.0
2876,519.0,533.0,136.0,,10.0
2877,247.0,378.0,61.0,42.0,10.0
2878,653.0,1038.0,98.0,,2.0
2879,195.0,,84.0,,1.0
2880,639.0,4966.0,62.0,,13.0
2881,741.0,2080.0,,,11.0
2882,429.0,4043.0,72.0,97.0,12.0
2883,557.0,1008.0,,,0.0
2884,240.0,132.0,38.0,,10.0
2885,320.0,414.0,23.0,23.0,11.0
2886,388.0,2172.0,9.0,,7.0
2887,558.0,34695.0,189.0,16.0,14.0
2888,221.0,258.0,,,7.0
2889,222.0,,72.0,,0.0
2890,359.0,3986.0,71.0,75.0,14.0
2891,664.0,4665.0,138.0,0.0,11.0
2892,585.0,8826.0,98.0,86.0,11.0
2893,612.0,860.0,27.0,84.0,8.0
2894,428.0,573.0,48.0,83.0,10.0
2895,757.0,2878.0,196.0,62.0,12.0
2896,357.0,555.0,126.0,99.0,13.0
2897,455.0,1177.0,10.0,95.0,9.0
2898,685.0,4226.0,323.0,,9.0
2899,543.0,397.0,,,0.0
2900,453.0,2299.0,45.0,26.0,12.0
2901,586.0,1145.0,21.0,,4.0
2902,467.0,15463.0,212.0,5.0,7.0
2903,561.0,8146.0,202.0,56.0,9.0
2904,508.0,1412.0,,,0.0
2905,332.0,0.0,,,13.0
2906,451.0,,,,
2907,676.0,10611.0,117.0,15.0,5.0
2908,226.0,191.0,30.0,,3.0
2909,366.0,762.0,54.0,5.0,13.0
2910,682.0,18891.0,93.0,18.0,13.0
2911,357.0,234.0,70.0,23.0,11.0
2912,530.0,2397.0,162.0,2.0,11.0
2913,481.0,1191.0,28.0,32.0,4.0
2914,481.0,2174.0,1.0,22.0,10.0
2915,311.0,815.0,47.0,94.0,8.0
2916,362.0,214.0,52.0,99.0,8.0
2917,483.0,11740.0,125.0,69.0,13.0
2918,733.0,4563.0,177.0,11.0,12.0
2919,286.0,4139.0,98.0,94.0,10.0
2920,309.0,6507.0,50.0,59.0,10.0
2921,665.0,34852.0,208.0,7.0,13.0
2922,441.0,8681.0,141.0,93.0,10.0
2923,320.0,0.0,94.0,103.0,8.0
2924,424.0,,,,
2925,367.0,1318.0,19.0,77.0,10.0
2926,446.0,2209.0,47.0,27.0,10.0
2927,671.0,290.0,120.0,0.0,4.0
2928,247.0,966.0,,,2.0
2929,407.0,8613.0,73.0,39.0,10.0
2930,731.0,31444.0,151.0,67.0,13.0
2931,358.0,1168.0,192.0,93.0,14.0
2932,586.0,87.0,69.0,,0.0
2933,296.0,,193.0,,10.0
2934,413.0,1723.0,142.0,64.0,10.0
2935,356.0,1466.0,81.0,79.0,12.0
2936,445.0,8490.0,49.0,58.0,14.0
2937,590.0,1930.0,41.0,55.0,7.0
2938,395.0,,,,
2939,689.0,25129.0,118.0,0.0,13.0
2940,561.0,2321.0,36.0,,9.0
2941,216.0,,81.0,,0.0
2942,287.0,1158.0,60.0,42.0,10.0
2943,681.0,27346.0,176.0,86.0,11.0
2944,317.0,146.0,120.0,87.0,10.0
2945,732.0,47689.0,250.0,8.0,12.0
2946,450.0,3614.0,7.0,58.0,0.0
2947,354.0,265.0,18.0,102.0,14.0
2948,532.0,6026.0,,,1.0
2949,557.0,1394.0,57.0,33.0,2.0
2950,536.0,8632.0,41.0,3.0,4.0
2951,324.0,1697.0,61.0,98.0,12.0
2952,502.0,4837.0,137.0,90.0,12.0
2953,429.0,,,,3.0
2954,376.0,,52.0,,9.0
2955,300.0,0.0,93.0,100.0,10.0
2956,434.0,2216.0,72.0,0.0,11.0
2957,274.0,,,,
2958,255.0,,90.0,,1.0
2959,728.0,5401.0,89.0,7.0,3.0
2960,241.0,,,,4.0
2961,615.0,4066.0,115.0,50.0,12.0
2962,386.0,3378.0,94.0,89.0,10.0
2963,633.0,7634.0,100.0,1.0,3.0
2964,371.0,3461.0,201.0,76.0,13.0
2965,618.0,,,,13.0
2966,453.0,3958.0,37.0,9.0,11.0
2967,268.0,,,,13.0
2968,365.0,664.0,16.0,73.0,5.0
2969,230.0,55.0,72.0,,6.0
2970,690.0,34672.0,250.0,95.0,10.0
2971,465.0,66.0,18.0,101.0,6.0
2972,556.0,6164.0,312.0,93.0,11.0
2973,726.0,60605.0,217.0,4.0,12.0
2974,414.0,183.0,5.0,8.0,1.0
2975,341.0,109.0,,,5.0
2976,337.0,1153.0,64.0,83.0,12.0
2977,722.0,15788.0,168.0,29.0,14.0
2978,250.0,133.0,66.0,76.0,6.0
2979,602.0,2167.0,100.0,87.0,9.0
2980,686.0,1530.0,43.0,,3.0
2981,311.0,,,,9.0
2982,310.0,123.0,281.0,94.0,12.0
2983,617.0,7296.0,86.0,71.0,9.0
2984,556.0,2393.0,13.0,32.0,7.0
2985,296.0,1377.0,50.0,80.0,10.0
2986,373.0,0.0,5.0,90.0,3.0
2987,234.0,0.0,60.0,,9.0
2988,337.0,55.0,192.0,,8.0
2989,290.0,,,,
2990,387.0,4356.0,54.0,68.0,10.0
2991,431.0,1627.0,12.0,17.0,13.0
2992,310.0,51.0,100.0,86.0,14.0
2993,437.0,865.0,11.0,10.0,5.0
2994,211.0,,,,
2995,682.0,40399.0,166.0,11.0,10.0
2996,496.0,6925.0,32.0,39.0,13.0
2997,397.0,237.0,32.0,87.0,13.0
2998,428.0,311.0,16.0,12.0,7.0
2999,630.0,3756.0,78.0,81.0,13.0
3000,574.0,2022.0,167.0,,0.0
3001,505.0,33660.0,297.0,43.0,9.0
3002,268.0,88.0,33.0,85.0,3.0
3003,331.0,1444.0,122.0,25.0,8.0
3004,528.0,4054.0,141.0,35.0,14.0
3005,518.0,8512.0,52.0,36.0,13.0
3006,379.0,4196.0,86.0,59.0,12.0
3007,161.0,95.0,13.0,96.0,11.0
3008,686.0,8025.0,143.0,22.0,9.0
3009,235.0,129.0,16.0,0.0,8.0
3010,373.0,316.0,19.0,72.0,8.0
3011,696.0,4114.0,19.0,0.0,9.0
3012,159.0,17.0,,,12.0
3013,691.0,5810.0,74.0,4.0,8.0
3014,177.0,372.0,,,1.0
3015,242.0,779.0,,,9.0
3016,237.0,238.0,52.0,,12.0
3017,609.0,2017.0,,,2.0
3018,428.0,481.0,28.0,61.0,9.0
3019,374.0,0.0,15.0,102.0,14.0
3020,341.0,1496.0,,,4.0
3021,584.0,4154.0,202.0,36.0,8.0
3022,413.0,3309.0,13.0,68.0,10.0
3023,247.0,,,,
3024,389.0,1402.0,,,11.0
3025,235.0,,,,8.0
3026,410.0,1327.0,177.0,105.0,13.0
3027,289.0,84.0,108.0,72.0,11.0
3028,708.0,10644.0,57.0,13.0,11.0
3029,308.0,764.0,59.0,,14.0
3030,448.0,1056.0,196.0,68.0,10.0
3031,564.0,,82.0,,11.0
3032,468.0,441.0,,,0.0
3033,374.0,2541.0,66.0,44.0,9.0
3034,428.0,1492.0,41.0,25.0,8.0
3035,155.0,,,,0.0
3036,488.0,,,,
3037,351.0,,,,
3038,714.0,29915.0,99.0,14.0,11.0
3039,406.0,,,,10.0
3040,466.0,11014.0,183.0,26.0,10.0
3041,774.0,24311.0,234.0,6.0,12.0
3042,693.0,4905.0,67.0,,13.0
3043,647.0,27927.0,192.0,36.0,10.0
3044,608.0,20993.0,94.0,100.0,11.0
3045,520.0,7165.0,70.0,10.0,8.0
3046,443.0,10079.0,103.0,75.0,13.0
3047,684.0,27158.0,246.0,6.0,12.0
3048,412.0,1148.0,11.0,14.0,3.0
3049,302.0,698.0,9.0,66.0,2.0
3050,321.0,0.0,15.0,91.0,5.0
3051,440.0,20184.0,15.0,27.0,11.0
3052,504.0,7871.0,62.0,1.0,12.0
3053,717.0,53098.0,244.0,33.0,14.0
3054,304.0,817.0,94.0,94.0,12.0
3055,555.0,2795.0,24.0,75.0,14.0
3056,375.0,4382.0,87.0,92.0,9.0
3057,390.0,275.0,5.0,61.0,3.0
3058,285.0,,,,11.0
3059,367.0,239.0,61.0,89.0,9.0
3060,364.0,1852.0,100.0,50.0,11.0
3061,692.0,16954.0,189.0,48.0,9.0
3062,432.0,10292.0,63.0,10.0,12.0
3063,468.0,12746.0,202.0,80.0,10.0
3064,281.0,1809.0,4.0,65.0,0.0
3065,646.0,1987.0,227.0,4.0,0.0
3066,322.0,1229.0,93.0,42.0,12.0
3067,566.0,4890.0,262.0,88.0,1.0
3068,270.0,18.0,24.0,96.0,7.0
3069,407.0,427.0,34.0,15.0,12.0
3070,375.0,,,,
3071,191.0,,87.0,,0.0
3072,700.0,5268.0,225.0,0.0,7.0
3073,230.0,407.0,14.0,,3.0
3074,779.0,1572.0,,,12.0
3075,456.0,2280.0,212.0,,7.0
3076,349.0,72.0,27.0,97.0,8.0
3077,504.0,135.0,,,0.0
3078,250.0,421.0,26.0,105.0,12.0
3079,274.0,180.0,100.0,94.0,10.0
3080,386.0,,,,
3081,491.0,497.0,,,0.0
3082,508.0,2002.0,100.0,,1.0
3083,259.0,850.0,8.0,64.0,5.0
3084,464.0,341.0,110.0,91.0,12.0
3085,356.0,4393.0,84.0,88.0,10.0
3086,646.0,15893.0,80.0,28.0,14.0
3087,445.0,2309.0,26.0,93.0,12.0
3088,319.0,432.0,53.0,,11.0
3089,570.0,,,,
3090,356.0,1728.0,64.0,78.0,11.0
3091,315.0,1344.0,100.0,96.0,8.0
3092,303.0,,67.0,,5.0
3093,504.0,49.0,9.0,106.0,8.0
3094,370.0,,,,
3095,288.0,275.0,39.0,,14.0
3096,304.0,2567.0,64.0,,6.0
3097,648.0,8680.0,114.0,27.0,9.0
3098,442.0,26568.0,59.0,18.0,13.0
3099,297.0,,,,
3100,517.0,566.0,18.0,90.0,10.0
3101,373.0,948.0,31.0,69.0,6.0
3102,666.0,35968.0,187.0,6.0,6.0
3103,267.0,939.0,24.0,101.0,14.0
3104,567.0,241.0,31.0,,0.0
3105,663.0,4425.0,336.0,40.0,1.0
3106,511.0,5799.0,206.0,32.0,11.0
3107,365.0,2648.0,45.0,67.0,11.0
3108,264.0,,143.0,,14.0
3109,375.0,11024.0,14.0,5.0,8.0
3110,282.0,709.0,221.0,,9.0
3111,247.0,,75.0,,0.0
3112,433.0,,,,7.0
3113,454.0,2149.0,1.0,,11.0
3114,333.0,805.0,83.0,91.0,14.0
3115,390.0,,,,
3116,590.0,19639.0,66.0,1.0,11.0
3117,281.0,2694.0,12.0,73.0,5.0
3118,483.0,16925.0,92.0,22.0,9.0
3119,477.0,1611.0,125.0,94.0,13.0
3120,238.0,,83.0,,9.0
3121,586.0,1818.0,138.0,80.0,9.0
3122,415.0,,,,
3123,557.0,2963.0,62.0,110.0,13.0
3124,499.0,5111.0,14.0,0.0,10.0
3125,231.0,,,,
3126,349.0,2020.0,43.0,0.0,0.0
3127,523.0,11557.0,34.0,33.0,10.0
3128,645.0,,,,13.0
3129,468.0,3000.0,142.0,6.0,10.0
3130,446.0,403.0,2.0,4.0,4.0
3131,332.0,0.0,59.0,96.0,8.0
3132,518.0,2607.0,32.0,37.0,12.0
3133,392.0,659.0,78.0,,11.0
3134,238.0,923.0,13.0,93.0,10.0
3135,401.0,2749.0,45.0,94.0,10.0
3136,463.0,851.0,26.0,,9.0
3137,274.0,137.0,12.0,80.0,8.0
3138,725.0,14390.0,97.0,0.0,12.0
3139,480.0,,,,
3140,683.0,19614.0,133.0,23.0,10.0
3141,303.0,919.0,2.0,,
3142,211.0,,62.0,,2.0
3143,490.0,1446.0,65.0,63.0,11.0
3144,186.0,,,,0.0
3145,424.0,2672.0,121.0,51.0,14.0
3146,355.0,5265.0,79.0,78.0,11.0
3147,444.0,4623.0,29.0,6.0,12.0
3148,514.0,13205.0,63.0,45.0,11.0
3149,307.0,964.0,,,10.0
3150,342.0,,,,
3151,476.0,1529.0,13.0,,0.0
3152,484.0,15313.0,123.0,0.0,11.0
3153,618.0,6628.0,157.0,0.0,14.0
3154,275.0,613.0,109.0,,4.0
3155,315.0,,,,0.0
3156,428.0,2242.0,182.0,1.0,3.0
3157,522.0,6363.0,78.0,7.0,11.0
3158,737.0,8732.0,158.0,54.0,10.0
3159,437.0,4407.0,22.0,44.0,12.0
3160,480.0,,,,
3161,711.0,4875.0,85.0,0.0,2.0
3162,333.0,,83.0,,9.0
3163,529.0,15291.0,60.0,0.0,12.0
3164,274.0,,72.0,,13.0
3165,319.0,60.0,91.0,,2.0
3166,690.0,1510.0,93.0,,12.0
3167,288.0,32.0,83.0,,11.0
3168,399.0,0.0,16.0,105.0,9.0
3169,789.0,58934.0,200.0,4.0,14.0
3170,728.0,14786.0,90.0,10.0,10.0
3171,491.0,11894.0,79.0,53.0,9.0
3172,621.0,37725.0,154.0,38.0,10.0
3173,693.0,29171.0,150.0,33.0,10.0
3174,365.0,11379.0,179.0,111.0,9.0
3175,338.0,516.0,112.0,83.0,14.0
3176,423.0,1529.0,13.0,,10.0
3177,468.0,7849.0,102.0,0.0,12.0
3178,268.0,56.0,66.0,104.0,12.0
3179,603.0,6726.0,153.0,,10.0
3180,663.0,5852.0,58.0,62.0,10.0
3181,394.0,3970.0,39.0,82.0,9.0
3182,302.0,550.0,,,10.0
3183,632.0,31565.0,123.0,0.0,13.0
